,name,email,gender,hired_ago,last_advance_ago,birth_ago,salary,position,has_ps,arrival_mean,arrival_stdv,depart_mean,depart_stdv,license_plate_cnt,work_area,reservation_ratio,giveup_ratio,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364
1663,Tyler Brown MD,rodriguezdiane@example.org,False,1876.3644326704123,999.9658604165078,13079.431374351301,683648.0396636863,2,False,7.950769633000752,1.1796377712999957,14.025913562869558,1.6951019890061272,3,3,0.7661402072247888,1.1052501119852767,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,H,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,V,V,V,V,W,W,V,V,V,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,V,V,V,V,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,V,V,W,W,V,V,H,W,H,W,W,W,W,H,W,H,W,W,W,W,V,V,V,W,W,V,W,H,W,H,W,W,W,W,V,V,V,W,W,V,W,H,H,H,W,W,W,V,V,V,V,W,W,V,V,H,W,H,W,W,H,W,V,V,V,W,W,V,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,H,W,H,W,H,W,W,H,W,H,W,H,W,W,W,W,H,W,V,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,H,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W
1664,Karen Salinas,courtneytaylor@example.org,True,2118.5596744162167,1093.4340763284554,16778.286413218313,724297.0695521879,3,True,8.382883159887289,1.1464856049392655,15.988925415635498,1.9835343567988586,1,3,0.7955278626852347,0.9322833942850719,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,H,H,H,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,H,W,W,W,W,W,H,W,W,W,H,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,H,W,H,H,W,W,W,W,W,W,H,W,W,W,H,H,W,H,H,W,W,W,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,V,V,W,H,H,W,W,V,V,V,H,W,W,W,W,H,W,V,H,W,W,W,W,W,H,W,W,W,W,V,V,V,V,W,W,V,V,V,V,V,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,H,W,H,V,W,W,V,V,V,V,V,W,W,H,W,W,H,W,W,W,H,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W
1665,Raymond Barr,randystokes@example.org,False,2666.6689283270084,1052.411362828649,9280.25655363571,702568.4176556262,2,False,7.4855152495435435,1.0862648747526316,15.352053923327993,1.8439682282877845,3,3,0.8913880796774125,0.9943416859700738,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,H,W,H,V,V,W,W,V,V,V,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,H,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,V,V,V,V,W,W,W,W,V,V,V,W,W,V,V,H,H,W,W,W,H,V,H,H,V,W,W,V,W,H,H,W,W,W,W,W,H,H,W,W,W,W,V,V,V,V,W,W,V,V,V,V,H,W,W,W,W,V,V,W,W,W,W,W,H,H,W,W,W,W,H,V,V,V,W,W,V,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,H,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W
1666,Rebecca Blankenship,odonnelldaniel@example.net,False,2037.4109889475703,939.067663865388,12036.715887516435,817296.6524181127,3,True,5.937034984433833,1.2018256395603046,16.07861550338247,2.1844784841442726,3,2,0.6124823459510487,1.0164320352475882,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,V,V,V,V,W,W,W,W,W,W,H,W,W,W,V,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,H,W,W,W,W,W,W,V,V,W,W,V,V,V,H,W,W,W,W,V,V,V,V,W,W,V,V,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,V,W,W,V,V,V,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W
1667,Lisa Newton,harriskelsey@example.org,False,1810.5651046918551,1167.4072868656392,13275.366131719144,735727.0281112051,2,False,9.762270857017361,1.0312763729943768,16.81595530043009,2.2035812419560106,1,3,0.8313189639361385,1.005347528083122,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,H,W,W,W,H,H,W,W,W,W,W,H,H,W,V,W,W,V,V,V,V,V,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,V,V,V,V,W,W,V,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,V,V,V,W,W,W,W,H,H,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W
1668,Sharon Lester MD,lindseyspencer@example.net,False,1537.890303367239,933.1476659047539,20421.46648203692,548925.6665771806,3,False,8.44737804235072,1.2972857697706566,15.181484656900318,2.1305200488898133,3,2,0.8704374528149489,1.2374600921179202,W,W,W,H,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,V,V,V,V,W,W,V,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,V,H,W,W,W,W,W,W,H,W,W,W,W,V,V,V,W,W,V,V,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,V,W,W,V,V,V,V,H,W,W,W,W,W,W,H,W,W,W,W,V,V,V,W,W,V,V,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,V,V,W,W,V,V,V,V,H,W,W,W,W,W,W,H,W,W,W,W,W,V,H,W,W,H,W,V,V,V,W,W,V,V,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W
1669,Nancy Richardson,martinezdenise@example.com,False,2571.9548869972245,1011.0938189874653,10594.879843813696,853048.4746456922,2,False,8.456449767824692,0.9561304755794764,17.081129145174714,1.8091803532018031,3,1,0.8799630805307426,1.1448181262117854,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,V,V,V,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,H,H,W,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,V,H,W,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,H,V,V,V,W,W,V,H,W,H,W,W,W,W,H,W,V,V,W,W,V,H,W,H,V,W,W,V,H,W,V,V,W,W,V,V,V,V,W,W,W,W,H,H,H,W,W,W,W,H,H,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W
1670,Cindy Zimmerman,maysmonique@example.com,False,2157.957514285014,1125.4637295099026,21794.698061403258,649219.0075866306,3,True,7.712158527817998,1.441440898815887,15.596868636923269,2.230852836540864,3,3,0.6296926624442367,1.369702278579799,W,W,W,W,H,V,V,W,W,V,V,V,V,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,V,W,W,V,V,V,V,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,V,H,H,W,W,W,W,W,H,H,W,W,W,W,H,V,V,V,W,W,V,V,V,V,W,W,W,W,W,H,H,W,W,W,W,W,H,V,V,W,W,V,V,V,V,V,W,W,W,W,H,H,W,W,W,W,V,V,V,V,W,W,V,V,V,V,W,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,H,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,H,H,W
1671,Lisa Terry,rachel01@example.com,False,1785.683004264376,1003.6154748009109,13058.403886017773,888982.0938419565,2,True,7.564516914326422,0.8549949223485449,18.120865677549375,2.1247473304622178,3,3,0.8797233621943232,1.2189506888467665,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,V,V,V,V,V,W,W,V,V,H,V,V,W,W,V,V,V,V,W,W,W,W,V,H,W,H,W,W,W,W,H,W,W,W,W,W,W,V,V,V,W,W,W,V,V,V,V,W,W,W,W,H,W,W,W,W,W,V,V,W,W,W,W,W,W,H,W,V,W,W,V,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,H,W,H,H,H,W,W,W,V,V,V,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,W,W,H,H,H,W,W,H,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W
1672,Miguel Wise,ryanhenry@example.com,True,2369.5104527958924,1240.713989980789,16676.709839769203,828590.3492106115,2,False,7.22252867749382,1.232839690601181,14.709772073717911,1.8409499650863275,1,1,0.5897037841843304,1.163000185730417,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,W,V,V,W,W,V,V,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,H,H,W,W,W,H,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,H,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,V,W,W,V,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,W,V,W,W,W,W,H,V,V,V,W,W,V,V,V,V,W,W,W,W,H,W,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W
1673,Amy Owens,jacobmorgan@example.org,False,2350.1430184398077,1060.8457098558295,4354.576489095274,733488.953342987,3,False,9.538386471348911,1.1645233871071532,14.343536811438144,2.193424922363934,3,2,0.8660207736108572,1.3106896217667519,W,W,W,H,W,H,H,W,W,H,H,H,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,H,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,V,V,V,W,W,V,V,V,V,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,V,W,W,V,V,V,V,V,W,W,W,H,H,V,W,W,W,V,V,V,V,V,W,W,V,V,W,H,W,W,W,W,H,W,H,H,W,W,H,H,W,V,V,W,W,V,V,V,V,V,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,V,W,H,V,W,W,V,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W
1674,Michele Holland,tsmith@example.com,True,2374.5496863084427,919.5421549594197,14918.254979332436,728854.9398348155,2,True,6.629465833139069,1.2296402396989292,16.74011726206425,2.2032262846009774,3,2,0.8109189590749164,0.5566463316559148,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,W,W,W,W,V,W,H,H,W,W,W,W,H,H,W,W,W,W,H,W,V,V,W,W,W,W,W,H,V,W,W,V,V,V,V,V,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,V,V,W,W,W,W,W,V,V,W,W,V,V,W,V,V,W,W,V,W,W,H,W,W,W,V,V,V,V,V,W,W,V,V,V,V,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,V,W,W,V,V,V,V,V,W,W,V,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W
1675,Christina Garza,patrick74@example.com,True,3105.8831538789896,955.3766616860559,20101.73293498082,462327.4489592722,3,False,8.525864902953725,1.2784026811836242,14.91237729971992,2.225767854691447,3,3,0.8333251986446812,0.5391925621044544,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,V,V,W,W,V,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,W,H,W,W,V,V,W,W,V,V,V,V,V,W,W,V,V,H,V,V,W,W,W,V,V,V,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,V,V,V,V,V,W,W,V,V,W,H,H,W,W,W,W,W,H,V,W,W,V,V,V,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,V,W,W,V,V,V,V,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W
1676,Jessica Miller,shenry@example.org,True,1610.5968805758814,1196.3765137991415,12756.371249650641,886912.6353988445,3,False,9.719758770255046,1.1919849453344336,16.728645726643087,2.144982216055019,3,1,0.7486207764420552,1.0516517765362292,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,V,V,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,V,V,V,W,W,V,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,V,W,W,V,V,V,V,V,W,W,V,W,V,H,W,W,W,W,W,W,V,V,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,H,H,W,W,W,W,W,W,H,H,W,W,W,H,W,H,W,W,W,V,V,V,V,V,W,W,V,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,V,W,W,V,V,V,V,V,W,W,V,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,V,V,V,W,W,V,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W
1677,Patricia Garcia,crystaljenkins@example.com,True,2218.759145940199,1328.9662775528573,11523.086509113076,823563.8242375446,3,False,8.377702079693714,0.8357950727989315,17.292501375073762,2.155221155188652,3,2,1.0087693600430598,0.9842185955657826,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,H,W,H,H,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,V,V,W,W,W,V,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,V,V,V,V,W,W,V,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,V,V,W,W,V,V,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,V,V,V,V,V,W,W,V,V,W,V,V,W,W,V,V,V,V,V,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W
